id,text,language,service,behavior,sentiment,aspect,issue,severity,abuse,complexity,suggestion
CS073,subah 9 baje complaint dali thi 11 baje technician visit verify karke issue solve ho gaya fast service,hinglish,customer_support,appreciation,positive,issue_resolution,no_issue,none,none,simple,none
CS074,Support platforms should display ticket priority levels explicitly so users know how tickets are handled.,english,customer_support,suggestion,neutral,ticket,other_relevant_issue,low,none,moderate,Display ticket priority levels clearly.
CS075,agent ne call pe hold pe daal diya aur 20 minute baad call automatic drop ho gayi no solution,hinglish,customer_support,complaint,negative,call_support,long_waiting_time,high,none,simple,Limit maximum hold time before auto-callback.
CS076,"Provided conflicting guidance regarding cancellation policies, causing me to miss the full-refund deadline.",english,customer_support,complaint,negative,communication,wrong_information,high,none,moderate,Standardize cancellation policy documentation for staff.
CS077,"The chat representative guided me step-by-step through network settings, staying online until internet was restored.",english,customer_support,appreciation,positive,technical_support,no_issue,none,none,moderate,none
CS078,Does the support team provide an official grievance reference number for consumer court filings?,english,customer_support,question,neutral,complaint_handling,no_issue,none,none,moderate,none
CS079,"I wouldn't describe the interaction as terrible, but the executive sounded like she was reading from a script without understanding context.",english,customer_support,complaint,mixed,agent_behavior,poor_communication,low,none,complex,none
CS080,fraudulent representative hung up call while laughing when I demanded refund for double deduction absolute crooks,english,customer_support,complaint,negative,agent_behavior,rude_agent,high,severe,Discipline abusive frontline staff immediately.,
CS081,Delivered quick replacement confirmation on WhatsApp within two minutes of submitting product photos.,english,customer_support,appreciation,positive,response_time,no_issue,none,none,simple,none
CS082,app me live agent connect hone me 45 minute queue dikhata hai peak hours me bilkul slow service,hinglish,customer_support,complaint,negative,waiting_time,long_waiting_time,medium,none,simple,Scale live chat capacity during peak traffic.
CS083,"The technical representative was very knowledgeable and patient, though the phone connection suffered from bad audio echo.",english,customer_support,appreciation,mixed,call_support,poor_communication,none,none,complex,Upgrade call center telecom audio hardware.
CS084,Are service requests lodged on public holidays attended by on-call technical engineers?,english,customer_support,question,neutral,availability,no_issue,none,none,moderate,none
CS085,bhai email reply me bot ne template text bhej diya jisme '[Insert Customer Name]' likha hua tha aisi careless support,hinglish,customer_support,complaint,negative,automation,automated_response_issue,low,none,moderate,Sanitize automated email template placeholders.
CS086,Handled my complicated corporate tax invoice correction accurately and re-issued the revised PDF within an hour.,english,customer_support,appreciation,positive,issue_resolution,no_issue,none,none,moderate,none
CS087,Please introduce an option to rate individual agents right after live chat wraps up.,english,customer_support,suggestion,neutral,chat_support,other_relevant_issue,low,none,moderate,Add instant post-chat agent ratings.
CS088,worst customer care ever agent kept arguing instead of processing my approved return pickup useless fellows,english,customer_support,complaint,negative,agent_behavior,rude_agent,high,mild,Ensure agents honor verified return requests.,
CS089,booked callback slot for 3 PM received automated call at 7 PM when I was busy in meeting,hinglish,customer_support,complaint,negative,callback,callback_delay,medium,none,simple,Deliver callbacks during requested time slots.
CS090,"A pleasant support experience, query regarding roaming pack validity was explained clearly without unnecessary upselling.",english,customer_support,informational,positive,communication,no_issue,none,none,simple,none
CS091,bhai representative polite tha par uske paas refund approve karne ki authority nahi thi senior transfer manga to mana kar diya,hinglish,customer_support,suggestion,mixed,escalation,escalation_delay,low,none,moderate,Enable seamless transfers to senior supervisors.
CS092,Why did the customer helpline deduct balance when dialing your advertised toll-free number from an outstation circle?,english,customer_support,question,negative,call_support,other_relevant_issue,medium,none,moderate,Ensure advertised numbers are universally toll-free.
CS093,The senior grievance officer handled my billing dispute with extreme diligence and provided a complete ledger audit.,english,customer_support,appreciation,positive,complaint_handling,no_issue,none,none,moderate,none
CS094,bhai ticket raise karte waqt mandatory drop-down me mera exact issue category listed hi nahi hai,hinglish,customer_support,complaint,negative,ticket,ticket_delay,medium,none,moderate,Expand issue categories in support forms.
CS095,"Not the quickest support interaction I have experienced, but the agent was genuinely honest and avoided false promises.",english,customer_support,informational,mixed,agent_behavior,none,low,none,complex,none
CS096,"account got suspended due to technical glitch, support takes 72 hours for basic review while daily business is halted",english,customer_support,complaint,negative,account_support,slow_response,high,none,moderate,Expedite reviews for suspended business accounts.
CS097,agent ne call pe politely hold pe daala aur backend team se instantly issue fix karwa ke update diya very helpful,hinglish,customer_support,appreciation,positive,issue_resolution,no_issue,none,none,simple,none
CS098,Can international customers access toll-free customer support lines through internet calling apps?,english,customer_support,question,neutral,call_support,no_issue,none,none,moderate,none
CS099,"Exemplary service, executive noticed my repeated ticket attempts and called directly to walk me through the solution.",english,customer_support,appreciation,positive,agent_behavior,no_issue,none,none,simple,none
CS100,bhai live chat me agent 5 minute tak reply nahi deta har ek message ke baad itna slow response unbearable,hinglish,customer_support,complaint,negative,chat_support,slow_response,medium,none,moderate,Monitor live chat concurrent agent loads.
CS101,"Support rep was dismissive, told me to read online forums rather than explaining how to reset device credentials.",english,customer_support,complaint,negative,technical_support,poor_communication,medium,none,moderate,Train agents to guide users through technical troubleshooting.
CS102,email query regarding subscription renewal was acknowledged in 15 minutes and resolved with an active coupon code.,english,customer_support,appreciation,positive,email_support,no_issue,none,none,simple,none
CS103,bhai ticket number 22019 close kar diya par mujhe koi resolution email ya explanation nahi mila,hinglish,customer_support,complaint,negative,ticket,incomplete_resolution,medium,none,simple,Provide detailed resolution notes upon ticket closure.
CS104,Please mention the operating hours of regional language support desks on the contact page.,english,customer_support,suggestion,neutral,language_support,other_relevant_issue,none,none,moderate,Publish operating hours for regional language desks.
CS105,Where do I submit identity verification documents if the portal upload button is grayed out?,english,customer_support,question,neutral,verification,no_issue,none,none,moderate,none
CS106,"Super quick turnaround, raised query at 2 PM, received customized video tutorial explaining feature by 3 PM.",english,customer_support,appreciation,positive,response_time,no_issue,none,none,simple,none
CS107,The phone executive made unauthorized changes to my active billing plan while claiming she was checking eligibility.,english,customer_support,complaint,negative,agent_behavior,account_support_issue,medium,none,moderate,Obtain explicit consent before altering customer plans.
CS108,bhai cancellation policy explain karne ke bajaye agent continuous naya plan bechne ki koshish kar raha tha irritating,hinglish,customer_support,complaint,negative,communication,poor_communication,medium,none,simple,Prioritize customer requests over cross-selling.
CS109,"While the customer service agent was very respectful, she did not have access to real-time shipment GPS logs.",english,customer_support,complaint,mixed,agent_behavior,technical_support_issue,low,none,complex,Equip frontline agents with real-time tracking data.
CS110,"The representative spoke fluent Marathi, making it effortless for my mother to communicate her pension verification issue.",english,customer_support,appreciation,positive,language_support,no_issue,none,none,moderate,none
CS111,refund amount credited back to bank account within forty-eight hours with an automated SMS notification.,english,customer_support,appreciation,positive,refund_support,no_issue,none,none,moderate,none
CS112,agent kept reading the same canned template message three times without answering my simple yes-or-no question,hinglish,customer_support,complaint,negative,communication,poor_communication,medium,none,simple,Avoid robotic scripted responses to direct questions.
CS113,Why does the IVR menu take three minutes of marketing messages before offering an option to report stolen cards?,english,customer_support,question,negative,call_support,long_waiting_time,medium,none,moderate,Place emergency card blocking at top of IVR.
CS114,Allow customers to track active complaint status via a real-time progress bar on the mobile application.,english,customer_support,suggestion,neutral,ticket,other_relevant_issue,low,none,moderate,Introduce real-time complaint progress bars.
CS115,"The agent was well-mannered, but the refund she initiated took ten business days instead of the promised forty-eight hours.",english,customer_support,complaint,mixed,refund_support,refund_support_delay,low,none,moderate,Provide accurate refund processing timelines.
CS116,bhai customer support executive ne phone cut kar diya jab maine nodal officer ka email address manga,hinglish,customer_support,complaint,negative,agent_behavior,rude_agent,high,none,simple,Ensure escalation contact details are shared upon request.
CS117,"Warm and empathetic assistance, executive comforted me during a payment failure and ensured immediate reversal.",english,customer_support,appreciation,positive,agent_behavior,no_issue,none,none,moderate,none
CS118,support agent threatened to blacklist my registered phone number when I questioned delayed delivery pathetic thuggery,english,customer_support,complaint,negative,agent_behavior,rude_agent,high,severe,Institute zero tolerance for agent threats.,
CS119,Can I request an official written incident report regarding the security lockout on my account?,english,customer_support,question,neutral,account_support,no_issue,none,none,moderate,none
CS120,receptionist ne politely verify karke duplicate invoice copy within 2 minutes generate kardi great service,hinglish,customer_support,appreciation,positive,issue_resolution,no_issue,none,none,simple,none
CS121,"The live chat agent was polite and attentive, though she had to transfer me twice because tier-1 had no refund permissions.",english,customer_support,complaint,mixed,department_transfer,department_transfer_delay,low,none,moderate,Empower tier-1 agents with basic refund workflows.
CS122,fraud agent collected OTP pretending to update KYC and compromised my account criminal negligence by your company,english,customer_support,complaint,negative,verification,verification_problem,high,severe,Enforce strict verification safeguards against fraud.,
CS123,Include an option to schedule a video call with a technical specialist for complex software installation issues.,english,customer_support,suggestion,neutral,technical_support,other_relevant_issue,none,none,moderate,Offer scheduled video support for technical setups.
CS124,account reactivation completed smoothly within ten minutes of submitting address proof on live chat.,english,customer_support,appreciation,positive,account_support,no_issue,none,none,simple,none
CS125,bhai email support team ne 4 din baad reply diya aur bola 'please contact us via live chat' pointless waste of time,hinglish,customer_support,complaint,negative,email_support,email_delay,medium,none,simple,Resolve email inquiries directly without channel bouncing.
CS126,Is there a dedicated helpline number for senior citizens to avoid navigating complex automated IVR menus?,english,customer_support,question,neutral,call_support,no_issue,none,none,moderate,none
CS127,"I received someone else's confidential support ticket thread in my email inbox, severe compromise of privacy.",english,customer_support,complaint,negative,ticket,other_relevant_issue,high,none,moderate,Audit ticketing engines to prevent ticket ID overlap.
CS128,"Smooth customer onboarding, representative guided me through initial workspace setup with patience and clarity.",english,customer_support,appreciation,positive,agent_behavior,no_issue,none,none,simple,none
CS129,bhaiya support agent ne call disconnect hone ke baad khud call back kiya aur ticket complete karwaya impressive dedication,hinglish,customer_support,appreciation,positive,callback,no_issue,none,none,simple,none
CS130,"The support rep understood the bug immediately, though backend engineering took four business days to push the hotfix.",english,customer_support,complaint,mixed,resolution_time,slow_response,low,none,complex,Accelerate hotfix deployments for verified bugs.
CS131,tier-2 support rep closed my dispute ticket stating 'no defect found' without even viewing the attached video recording,english,customer_support,complaint,negative,complaint_handling,incomplete_resolution,high,none,moderate,Mandate review of customer attachments before closures.
CS132,kya customer care team WhatsApp pe official verified business account se available rehti hai?,hinglish,customer_support,question,neutral,availability,no_issue,none,none,moderate,none
CS133,"Clean and fast ticket management, received continuous SMS notifications as my request moved from pending to resolved.",english,customer_support,appreciation,positive,ticket,no_issue,none,none,moderate,none
CS134,support executive shouted at my wife when she asked for clarification on an unexpected recharge deduction,english,customer_support,complaint,negative,agent_behavior,rude_agent,high,none,moderate,Enforce strict professional decorum across all calls.
CS135,bhai chatbot me human agent connect karne ka option search karne me 15 minute lag gaye deliberately hidden lagta hai,hinglish,customer_support,complaint,negative,automation,automated_response_issue,medium,none,moderate,Make human agent handover prominent in chatbots.
CS136,Help desks should provide an automated estimated resolution time based on current department ticket queues.,english,customer_support,suggestion,neutral,resolution_time,other_relevant_issue,none,none,moderate,Display estimated resolution times dynamically.
CS137,"The chat executive was proactive, provided direct links to firmware downloads, and verified checksums with me.",english,customer_support,appreciation,positive,technical_support,no_issue,none,none,moderate,none
CS138,How can an enterprise customer request a dedicated account executive for quarterly billing reconciliations?,english,customer_support,question,neutral,account_support,no_issue,none,none,simple,none
CS139,support interaction was okay okay type resolved the issue but took thirty minutes of waiting on hold,hinglish,customer_support,complaint,mixed,waiting_time,long_waiting_time,low,none,simple,Reduce customer hold durations on telephone lines.
CS140,"The supervisor called back promptly, apologized for the frontline agent's oversight, and issued an immediate service credit.",english,customer_support,appreciation,positive,escalation,no_issue,none,none,moderate,none
CS141,bhai ticket create karne par error 500 aa raha hai portal pe support reach out karne ka koi alternative nahi hai,hinglish,customer_support,complaint,negative,ticket,other_relevant_issue,high,none,simple,Provide fallback email contact on portal outage.
CS142,Never dealing with this incompetent support team again rep laughed at my problem and refused supervisor escalation useless clowns,english,customer_support,complaint,negative,agent_behavior,rude_agent,high,severe,Review call recordings and penalize rude reps.,
CS143,Is Aadhaar biometric verification mandatory when contacting telephone support for balance inquiries?,english,customer_support,question,neutral,verification,no_issue,none,none,moderate,none
CS144,"Prompt dispute resolution, erroneous charge reversed within three hours of providing billing statement copy.",english,customer_support,appreciation,positive,refund_support,no_issue,none,none,simple,none
CS145,"The agent was very respectful, but she lacked the authority to re-issue my expired voucher directly.",english,customer_support,complaint,mixed,agent_behavior,incomplete_resolution,low,none,moderate,Grant frontline staff authority for minor voucher re-issues.
CS146,bhai helpline pe 10 minute baat karne ke baad bola 'wrong department' aur doosre number pe call karne ko bola,hinglish,customer_support,complaint,negative,department_transfer,department_transfer_delay,medium,none,moderate,Transfer callers internally instead of asking them to redial.
CS147,"Great technical knowledge shown by executive overall, though background call center chatter was loud and distracting.",english,customer_support,informational,mixed,communication,poor_communication,low,none,simple,none
CS148,Support desk took nine business days to acknowledge a critical service outage ticket logged through the portal.,english,customer_support,complaint,negative,response_time,slow_response,medium,none,moderate,Set faster initial acknowledgment SLAs on tickets.
CS149,chat support me agent ne 30 second me connect karke mera login issue instantly fix kar diya superb speed,hinglish,customer_support,appreciation,positive,response_time,no_issue,none,none,simple,none
CS150,Portals should provide clear status tags like 'Under Investigation' or 'Waiting for Engineering' on active tickets.,english,customer_support,suggestion,neutral,ticket,other_relevant_issue,none,none,moderate,Provide granular progress tags on ticket portals.
CS151,bhai agent ne ticket pe galat phone number note kar liya jiski wajah se verification call kisi aur ko chali gayi,hinglish,customer_support,complaint,negative,verification,verification_problem,low,none,simple,Confirm contact details before saving ticket records.
CS152,"The resolution was comprehensive, agent walked me through firewall rules and verified external access personally.",english,customer_support,appreciation,positive,technical_support,no_issue,none,none,moderate,none
CS153,Does your customer care team have a dedicated accessibility desk for hearing-impaired customers?,english,customer_support,question,neutral,availability,no_issue,none,none,moderate,none
CS154,"The agent was well-spoken and friendly, but she could not reverse an unauthorized debit without three manager approvals.",english,customer_support,complaint,mixed,escalation,escalation_delay,low,none,simple,Streamline escalation workflows for unauthorized debits.
CS155,bhai complaint file kiye 2 hafte ho gaye roz message aata hai 'we are working on it' actual update zero hai,hinglish,customer_support,complaint,negative,follow_up,slow_response,high,none,moderate,Send substantive updates instead of generic place-holders.
CS156,"In-app live chat interface is clean, showing queue count, agent photo, and estimated wait duration clearly.",english,customer_support,appreciation,positive,chat_support,no_issue,none,none,moderate,none
CS157,"terrible support, agent closed my inquiry without providing any tracking link or resolution explanation",english,customer_support,complaint,negative,complaint_handling,incomplete_resolution,medium,none,moderate,Provide detailed resolution steps before ticket closure.
CS158,bhai support agent ne polite way me sare step sikhaye screen share karke full satisfaction,hinglish,customer_support,appreciation,positive,agent_behavior,no_issue,none,none,simple,none
CS159,Does the enterprise support tier provide round-the-clock priority routing for mission-critical infrastructure tickets?,english,customer_support,question,neutral,availability,no_issue,none,none,complex,none
CS160,"Front desk executive was dismissive, refused to register a formal written complaint regarding lost luggage.",english,customer_support,complaint,negative,complaint_handling,poor_communication,medium,mild,Ensure all customer complaints are formally registered.,
CS161,"The support team resolved my primary issue, though they ignored the secondary question about billing history in the same ticket.",english,customer_support,complaint,mixed,issue_resolution,incomplete_resolution,low,none,moderate,Train staff to address all questions in multi-part tickets.
CS162,"spotless customer support, verification done via secure OTP, refund processed immediately with clear confirmation text.",english,customer_support,appreciation,positive,issue_resolution,no_issue,none,none,simple,none
CS163,bhai promotion email me 24/7 support likha tha par raat ko call kiya to bola office hours 9 to 6 hain fake marketing,hinglish,customer_support,complaint,negative,availability,support_unavailable,medium,mild,Align operational hours with advertised support claims.,
CS164,Provide an option on help portals to request callback in specific regional languages like Telugu or Gujarati.,english,customer_support,suggestion,neutral,language_support,other_relevant_issue,none,none,moderate,Enable regional language callback requests.
CS165,How can an authorized representative obtain account access on behalf of an incapacitated relative?,english,customer_support,question,neutral,account_support,no_issue,none,none,simple,none
CS166,"Super fast turnaround, requested cancellation via chat at 11 AM, confirmation and refund reference received by 11:15 AM.",english,customer_support,appreciation,positive,response_time,no_issue,none,none,moderate,none
CS167,bhai executive ne bola 24 ghante me call aayega par 4 din ho gaye koi contact nahi hua useless follow up,hinglish,customer_support,complaint,negative,callback,callback_delay,medium,none,moderate,Adhere strictly to promised callback windows.
CS168,"The support person was polite and tried her best, though she had to check with senior team for every basic question.",english,customer_support,informational,neutral,agent_behavior,none,low,none,simple,none
CS169,agent mistakenly deactivated my primary SIM card while attempting to update an address on my broadband profile severe negligence,english,customer_support,complaint,negative,account_support,account_support_issue,high,none,moderate,Audit agent authorization before executing account actions.
